Name1,Name2,Equivalent
Create ranking,Rank case,True
Receive rejection,Receive rejection,True
Send rejection,Send rejection,True
Forward documents,Send application to selection committee,True
Send interview invitation,Invite applicant for interview,True
Conduct interview,Do the interview,True
Send documents by post,Send application form and documents,True
Go to the interview,Take interview,True
Accepted,Receive acceptance,True
Accepted,Receive acceptance,True
Rejected,Receive rejection,True
Rejected,Receive rejection,True
Send application to selection committee,Forward documents,True
Invite applicant for interview,Send interview invitation,True
Do the interview,Conduct interview,True
Send application form and documents,Send documents by post,True
Take interview,Go to the interview,True
Receive acceptance,Accepted,True
Receive acceptance,Accepted,True
Receive rejection,Rejected,True
Receive rejection,Rejected,True
Matriculate,Enrollment,True
Send commitment,Send acceptance,True
Receive rejection,Receive rejection,True
Checking for completeness,Check application complete,True
Receive Commitment,Receive acceptance,True
Send rejection,Send rejection,True
Enrollment,Matriculate,True
Send acceptance,Send commitment,True
Receive rejection,Receive rejection,True
Check application complete,Checking for completeness,True
Receive acceptance,Receive Commitment,True
Send rejection,Send rejection,True
Rejected,Receive rejection,True
Rejected,Receive rejection,True
Accepted,Receive acceptance,True
Accepted,Receive acceptance,True
Documents &#10;received,Receive application,True
Forward documents,Hand application over to examining board,True
Receive rejection,Rejected,True
Receive rejection,Rejected,True
Receive acceptance,Accepted,True
Receive acceptance,Accepted,True
Receive application,Documents &#10;received,True
Hand application over to examining board,Forward documents,True
Send rejection,Send rejection,True
Receive Commitment,Receive acceptance,True
Send commitment,Send acceptance,True
Receive rejection,Receive rejection,True
Matriculate,Immatriculate,True
Checking for completeness,Check application complete,True
Send rejection,Send rejection,True
Receive acceptance,Receive Commitment,True
Send acceptance,Send commitment,True
Receive rejection,Receive rejection,True
Immatriculate,Matriculate,True
Check application complete,Checking for completeness,True
Waiting for response,Wait for results,True
Receive Commitment,Accepted,True
Receive rejection,Rejected,True
Fill in online form of application,Apply online,True
Wait for results,Waiting for response,True
Accepted,Receive Commitment,True
Rejected,Receive rejection,True
Apply online,Fill in online form of application,True
Apply online,Send online protocol,False
Apply online,Send documents by post,False
Apply online,Take aptitude test,False
Apply online,Pay for aptitude test,False
Apply online,Wait for results,False
Apply online,Accepted,False
Apply online,Rejected,False
Apply online,Check documents,False
Apply online,Keep in the applicant pool,False
Apply online,Invite to an aptitude test,False
Apply online,Rank students according to GPA and the test results,False
Apply online,Evaluate,False
Apply online,Send letter of rejection,False
Apply online,Send letter of acceptance,False
Apply online,Documents&#10;received,False
Apply online,Take oral exam,False
Apply online,Accepted&#10;provisionally,False
Apply online,Wait for bachelor's certificate,False
Apply online,Certificate&#10;received,False
Apply online,Send bachelor's certificate,False
Apply online,Provisional &#10;acceptance&#10;cancelled,False
Apply online,Provisional&#10;acceptance&#10;confirmed,False
Apply online,Send letter of &#10;provisional acceptance,False
Apply online,Wait for Bachelor's certificate,False
Apply online,Check certificate,False
Apply online,Conduct oral examination,False
Apply online,Confirm provisional acceptance,False
Apply online,Cancel provisional acceptance,False
Apply online,Check application in time,False
Apply online,Complete and&#10;in time?,False
Apply online,Hand application over to examining board,False
Apply online,Rank with other applicants,False
Apply online,Rank sufficient?,False
Apply online,Send acceptance,False
Apply online,Send rejection,False
Apply online,Check if bachelor is sufficient,False
Apply online,Set additional requirements,False
Apply online,Check if bachelors-grade within top 85%,False
Apply online,Invite for talk,False
Apply online,Talk to applicant,False
Apply online,Document,False
Apply online,Fill out application&#10;form,False
Apply online,Complete application,False
Apply online,Add certificate of Bachelor degree,False
Apply online,German?,False
Apply online,Add certificate of German language,False
Apply online,Send application,False
Apply online,Receive rejection,False
Apply online,Immatriculate,False
Apply online,Receive acceptance,False
Apply online,Take&#10;interview,False
Apply online,Choose master program,False
Apply online,Receive application number and passwort,False
Apply online,Print out the online application form (GER),False
Apply online,Print out the online application form (INT),False
Apply online,Send all the requirements to the secretarial office for students,False
Apply online,Waiting for the response,False
Apply online,Receiving acceptance letter,False
Apply online,Reservation place,False
Apply online,Rejection,False
Apply online,Providing the missing documents,False
Apply online,Enrollment,False
Apply online,Receive application,False
Apply online,Rank application on scale from 1 to 10,False
Apply online,Assessment of application,False
Apply online,proof of uni degree provided,False
Apply online,requirements are not met or low ranking,False
Apply online,high ranking requirements are met,False
Apply online,proposed as accepted,False
Apply online,proposed as reserved,False
Apply online,proposed as rejected,False
Apply online,Final confirmation by head of the university,False
Apply online,Receiving the written applications,False
Apply online,Checking if complete,False
Apply online,Mark as not complete,False
Apply online,Mark as complete,False
Apply online,Send documents to selection committee,False
